transactionid,date,accountid,accountname,transactiontype,amount,currency,exchangerate,balance,merchant,merchantemail,category,subcategory,country,city,postalcode,cardnumber,email,phone,isfraud,notes,customersince
TX103839,2024-07-18,AC1590,Uma Gupta,Debit,18.5449,AED,18.5449,2118870.76,BigBasket,bigbasket@biz.com,Health,Clinic,Canada,Noida,437383,XXXX-XXXX-1698,uma.gupta@gmail.com,3376351719,No,monthly subscription,2018-05-13
TX104726,2025-07-22,AC2918,Anita Reddy,Refund,79.1119,USD,79.1119,2514195.05,Reliance,reliance@biz.com,Dining,Restaurant,Canada,Kolkata,906669,XXXX-XXXX-7721,anita.reddy@examplecom,5221435509,No,suspected fraud,2020-12-05
TX103014,2025-01-09,AC6639,Amit Chopra,debit,19.9344,AED,19.9344,1641946.095,ShopEasy,Unknown,Health,Pharmacy,Australia,Hyderabad,281915,XXXX-XXXX-2787,amit.chopra@example.com,6844129393,No,monthly subscription,2025-01-09
TX104816,2025-02-05,AC8765,Lina Joshi,Credit,79.7618,USD,79.7618,1641946.095,Reliance,Unknown,Electronics,Laptop,Canada,Bengaluru,420,4.44391E+15,lina.joshi@example.com,62081490,No,chargeback requested,2023-02-09
TX103120,2024-01-02,AC2627,Rohit Sharma,Credit,74.3659,USD,74.3659,1676301.66,AutoZone,Unknown,Automotive,Repair,India,Delhi,166637,XXXX-XXXX-8387,rohit.sharma@hotmail.com ,141274303,No,"monthly subscription -- verify
contact support",2024-01-02
TX100842,2023-11-06,AC1035,Rahul Khan,Refund,1.0,INR,1.0,481272.85,Zomato,zomato@biz.com,Utilities,Internet,UAE,Jaipur,682531,4.3854E+15,rahul.khan@example.com,6210219000,No,repeat purchase,2017-01-01
TX102495,2025-05-30,AC7225,Rahul Reddy,debit,75.8485,USD,75.8485,1499890.9,ElectroWorld,Unknown,Entertainment,Concert,UK,Pune,698030,XXXX-XXXX-9611,rahul.reddy@yahoo.com,9597847110,No,cashback credited,2018-01-01
TX102068,2025-04-17,AC7202,Karan Gupta,Credit,1.0,INR,1.0,1199258.78,Starbucks,starbucks@biz.com,Electronics,Laptop,UK,Jaipur,416,XXXX-XXXX-9753,karan.gupta@examplecom,5527093778,No,promo applied,2024-11-16
TX104856,2023-11-24,AC3066,Dev Khan,Refund,107.3726,GBP,107.3726,2581085.3,Paytm Mall,paytmmall@biz.com,Travel,Hotel,India,Gurugram,317785,XXXX-XXXX-3656,dev.khan@yahoo.com,179048925,No,cashback credited,2017-05-16
TX100879,2024-11-14,AC3697,Rahul Nair,debit,78.1359,USD,78.1359,490398.79,Reliance,reliance@biz.com,Education,Course,Canada,Gurugram,438304,XXXX-XXXX-XXXX-9202,rahul.nair@hotmail.com,448396928,No,manual adjustment,2026-03-18
TX104156,2025-03-17,AC8638,Neha Singh,Credit,19.4601,AED,19.4601,2236863.64,Starbucks,starbucks@biz.com,Electronics,Laptop,Canada,Kolkata,519639,XXXX-XXXX-XXXX-4007,neha.singh@gmail.com,7218771445,No,monthly subscription,2025-03-17
TX103817,2025-05-10,AC3853,Priya Iyer,Refund,77.6446,USD,77.6446,2118415.82,ShopEasy,shopeasy@biz.com,Groceries,Specialty,Canada,Mumbai,737515,4.99223E+15,priya.iyer@hotmail.com,4773924356,No,monthly subscription,2015-01-01
TX105457,2024-09-13,AC2010,Dev Reddy,Credit,93.7349,GBP,93.7349,2825085.98,Walmart,walmart@biz.com,Groceries,Supermarket,Australia,Noida,978925,XXXX-XXXX-XXXX-9529,dev.reddy@example.com,1909929972,No,manual adjustment,2019-12-23
TX103999,2024-02-24,AC1324,Ritu Sharma,Debit,1.0,INR,1.0,2208705.27,Myntra,myntra@biz.com,Entertainment,Streaming,India,Pune,825583,Unknown,ritu.sharma@gmail.com ,7206227573,No,promo applied,2024-02-24
TX100863,2024-09-20,AC6805,Lina Singh,Credit,1.0,INR,1.0,489916.6,Starbucks,starbucks@biz.com,Groceries,Supermarket,India,Hyderabad,664301,XXXX-XXXX-XXXX-9368,lina.singh@gmail.com,5843488303,No,chargeback requested,2019-01-01
TX100758,2024-12-23,AC6116,Raj Iyer,Refund,76.1097,USD,76.1097,445841.45,Flipkart,flipkart@biz.com,Clothing,Women,UAE,Bengaluru,406463,XXXX-XXXX-XXXX-2871,raj.iyer@yahoo.com,1407724684,No,monthly subscription,2023-06-07
TX103121,2023-09-24,AC5231,Priya Bose,Credit,95.4372,GBP,95.4372,1641946.095,Zomato,zomato@biz.com,Automotive,Repair,Australia,Kolkata,670361,XXXX-XXXX-2820,priya.bose@example.com,5107621081,No,cashback credited,2022-12-22
TX104391,2024-11-28,AC6603,Sam Khan,Refund,19.3225,AED,19.3225,2428184.58,Zomato,zomato@biz.com,Groceries,Specialty,Canada,Chennai,857902,Unknown,sam.khan@example.com,7838745894,No,No Notes,2023-12-15
TX102402,2025-07-03,AC2758,Vkram Gupta,Debit,1.0,INR,1.0,1288701.02,LocalMart,localmart@biz.com,Electronics,Mobile,Canada,Chennai,429841,XXXX-XXXX-6648,vkram.gupta@yahoo.com,7145915115,No,suspected fraud,2017-03-24
TX105723,2024-11-26,AC5630,Priya Gupta,Credit,1.0,INR,1.0,1641946.095,Amazon,amazon@biz.com,Clothing,Men,Australia,Pune,678189,XXXX-XXXX-XXXX-5172,priya.gupta@gmail.com,5318513728,No,monthly subscription,2025-02-22
TX102059,2025-03-04,AC3548,Vikram Bose,Credit,82.9669,USD,82.9669,1199065.06,AutoZone,autozone@biz.com,Automotive,Repair,India,Bengaluru,690,4.81746E+15,vikram.bose@gmail.com,6585042040,No,suspected fraud,2018-12-12
TX104387,2025-09-01,AC4966,Karan Chopra,debit,1.0,INR,1.0,2428056.43,AutoZone,autozone@biz.com,Travel,Hotel,Australia,Kolkata,382353,XXXX-XXXX-5930,karan.chopra@gmail.com,4853405684,No,repeat purchase,2024-01-01
TX104077,2024-04-08,AC5059,Amit Desai,debit,76.5547,USD,76.5547,2231759.81,Starbucks,starbucks@biz.com,Electronics,Mobile,India,Kolkata,969610,XXXX-XXXX-XXXX-4904,amit.desai@hotmail.com,7693006985,No,manual adjustment,2024-02-26
TX103616,2025-02-26,AC5089,Suresh Roy,Refund,1.0,INR,1.0,1932080.15,Amazon,Unknown,Travel,Flight,Canada,Chennai,323829,XXXX-XXXX-5421,suresh.roy@example.com,4503274533,No,monthly subscription,2019-01-01
TX102577,2025-01-06,AC8913,Rohit Chopra,Credit,20.1253,AED,20.1253,1641946.095,AutoZone,Unknown,Groceries,Supermarket,Australia,Kolkata,607928,XXXX-XXXX-6075,rohit.chopra@hotmail.com,62295857,No,monthly subscription,2023-09-12
TX101911,2024-12-20,AC1424,Raj Bose,Refund,73.806,USD,73.806,1641946.095,AutoZone,Unknown,Dining,FastFood,India,Pune,167800,4.60346E+15,Unknown,9577812231,No,suspected fraud,2024-03-30
TX102645,2024-02-12,AC5256,Dev Mehta,Credit,1.0,INR,1.0,1560701.77,Paytm Mall,paytmmall@biz.com,Travel,Hotel,Australia,Pune,571869,XXXX-XXXX-XXXX-8787,dev.mehta@hotmail.com,2586011548,No,repeat purchase,2022-07-06
TX103992,2023-11-16,AC7406,Asha Mehta,Debit,97.2093,GBP,97.2093,2208488.82,Flipkart,flipkart@biz.com,Entertainment,Movies,Australia,Noida,495549,XXXX-XXXX-3461,asha.mehta@gmail.com,854455643,No,suspected fraud,2017-01-01
TX104959,2024-12-19,AC5199,Rohit Joshi,Debit,78.4764,USD,78.4764,2593208.92,Swiggy,Unknown,Education,Books,Canada,Jaipur,109048,XXXX-XXXX-1161,rohit.joshi@example.com,5849846547,No,"promo applied -- verify
contact support",2016-05-27
TX101073,2025-07-19,AC1304,Asha Das,Credit,1.0,INR,1.0,553892.89,Paytm Mall,paytmmall@biz.com,Dining,Cafe,UAE,Chennai,958084,XXXX-XXXX-XXXX-8823,asha.das@yahoo.com,7209810239,No,monthly subscription,2018-01-01
TX101753,2024-06-23,AC9944,Sana Das,Credit,82.3792,USD,82.3792,1143569.97,Starbucks,starbucks@biz.com,Groceries,Specialty,Canada,Delhi,215181,XXXX-XXXX-9483,sana.das@example.com,8726186204,No,monthly subscription,2023-07-23
TX101159,2024-04-03,AC3623,Sana Das,Debit,77.607,USD,77.607,1641946.095,ElectroWorld,electroworld@biz.com,Utilities,Electricity,UAE,Kolkata,640405,4.89281E+15,sana.das@gmail.com,1322374194,No,repeat purchase,2021-05-11
TX100058,2025-05-29,AC8431,Lina Kumar,debit,1.0,INR,1.0,144040.49,AutoZone,autozone@biz.com,Education,Course,USA,Mumbai,736442,XXXX-XXXX-7044,lina.kumar@hotmail.com,6937965389,No,cashback credited,2024-04-22
TX101326,2024-11-06,AC1841,Suresh Khan,Refund,21.6382,AED,21.6382,1641946.095,Myntra,myntra@biz.com,Automotive,Repair,USA,Mumbai,947376,4.34651E+15,suresh.khan@gmail.com,9090861669,No,promo applied,2021-01-01
TX105215,2025-02-14,AC5750,Rohit Desai,Credit,81.0108,USD,81.0108,2680821.33,Walmart,Unknown,Education,Course,India,Jaipur,659959,Unknown,rohit.desai@yahoo.com,2262452085,No,chargeback requested,2025-02-14
TX102294,2024-10-23,AC5188,Arjun Roy,Debit,73.2534,USD,73.2534,1641946.095,Swiggy,swiggy@biz.com,Travel,Taxi,India,Noida,237458,XXXX-XXXX-XXXX-6518,arjun.roy@gmail.com,8695236853,No,manual adjustment,2024-05-02
TX104178,2024-04-22,AC7276,Suresh Singh,Debit,1.0,INR,1.0,1641946.095,ShopEasy,shopeasy@biz.com,Education,Books,Canada,Kolkata,118317,XXXX-XXXX-XXXX-3093,suresh.singh@example.com,1162887189,No,chargeback requested,2024-02-09
TX104244,2024-11-29,AC1074,Lina Reddy,Debit,80.5904,USD,80.5904,1641946.095,Myntra,Unknown,Automotive,Fuel,UK,Jaipur,557505,XXXX-XXXX-XXXX-8716,lina.reddy@gmail.com,8191833276,No,monthly subscription,2024-08-25
TX101238,2024-02-25,AC2704,Sana Bose,Refund,18.8805,AED,18.8805,594974.86,Flipkart,Unknown,Education,Books,UAE,Hyderabad,825642,4.04822E+15,sana.bose@yahoo.com,8331844564,No,No Notes,2024-02-25
TX104811,2024-11-29,AC6636,arjun KUMAR,Credit,79.088,USD,79.088,1641946.095,Reliance,reliance@biz.com,Health,Pharmacy,UK,Kolkata,877476,XXXX-XXXX-8402,arjun.kumar@gmail.com,5222260894,No,manual adjustment,2024-11-29
TX105764,2024-04-25,AC1584,Karan Patel,Refund,82.7736,USD,82.7736,2902294.69,LocalMart,localmart@biz.com,Health,Clinic,UK,Mumbai,851,XXXX-XXXX-9281,karan.patel@yahoo.com ,2194396929,No,monthly subscription,2022-01-26
TX102398,2024-12-09,AC9769,Vikram Roy,Credit,93.9876,GBP,93.9876,1288647.0,ElectroWorld,electroworld@biz.com,Health,Pharmacy,UK,Noida,853405,XXXX-XXXX-XXXX-6614,vikram.roy@hotmail.com,8181542703,No,monthly subscription,2024-12-09
TX103503,2024-08-15,AC9932,Rahul Reddy,Refund,82.7369,USD,82.7369,1871268.52,ElectroWorld,Unknown,Electronics,Accessory,UAE,Jaipur,997830,XXXX-XXXX-8309,rahul.reddy@gmail.com,7759599230,No,chargeback requested,2018-01-01
TX102693,2024-10-17,AC7674,Amit Mehta,Credit,72.4903,USD,72.4903,1602642.84,Zomato,zomato@biz.com,Health,Clinic,UK,Pune,657966,XXXX-XXXX-2615,amit.mehta@hotmail.com,1162887189,No,manual adjustment,2016-01-13
TX105997,2023-09-13,AC2394,Sam Chopra,Credit,96.7232,GBP,96.7232,2936296.31,AutoZone,autozone@biz.com,Clothing,Women,UK,Mumbai,946506,XXXX-XXXX-6040,sam.chopra@yahoo.com,9861584724,No,chargeback requested,2025-05-10
TX103133,2024-03-21,AC4477,Vikram Nair,debit,1.0,INR,1.0,1676374.43,Zomato,zomato@biz.com,Clothing,Women,Australia,Hyderabad,858004,XXXX-XXXX-XXXX-8109,vikram.nair@example.com,3204911524,No,suspected fraud,2024-03-23
TX103706,2023-10-06,AC8181,My Khn,Debit,1.0,INR,1.0,1937238.25,Reliance,reliance@biz.com,Health,Clinic,USA,Bengaluru,464808,XXXX-XXXX-7835,my.khn@yahoo.com,604662009,No,chargeback requested,2021-11-27
TX102529,2025-03-24,AC9767,Dev Khan,Credit,18.8451,AED,18.8451,1527610.96,AutoZone,autozone@biz.com,Utilities,Electricity,Australia,Chennai,333387,XXXX-XXXX-XXXX-2252,dev.khan@yahoo.com,959602808,No,repeat purchase,2025-06-08
TX105309,2023-11-14,AC1422,Uma Joshi,Debit,20.7527,AED,20.7527,1641946.095,LocalMart,Unknown,Entertainment,Concert,UAE,Kolkata,736159,XXXX-XXXX-7798,uma.joshi@gmail.com,98717590,No,promo applied,2018-10-05
TX101477,2025-02-23,AC9275,Priya Bose,Credit,106.0073,GBP,106.0073,985889.94,Reliance,reliance@biz.com,Travel,Taxi,Australia,Noida,829923,XXXX-XXXX-9307,priya.bose@yahoo.com,6842787466,No,chargeback requested,2020-01-01
TX101513,2025-05-28,AC1055,Neha Chopra,Credit,99.9595,GBP,99.9595,987524.35,Zomato,Unknown,Health,Clinic,Canada,Jaipur,810609,XXXX-XXXX-9449,neha.chopra@hotmail.com,8001757680,No,promo applied,2026-03-09
TX102196,2024-05-18,AC5880,Sam Reddy,debit,1.0,INR,1.0,1221974.3,AutoZone,autozone@biz.com,Electronics,Accessory,UAE,Jaipur,945512,XXXX-XXXX-6804,sam.reddy@gmail.com,9860054177,No,repeat purchase,2017-03-07
TX105361,2024-03-18,AC9484,Anita Gupta,Debit,79.6281,USD,79.6281,2774285.7,Flipkart,flipkart@biz.com,Dining,Restaurant,Canada,Mumbai,834538,Unknown,anita.gupta@yahoo.com,3148270439,No,repeat purchase,2023-12-17
TX103285,2025-04-06,AC3776,Priya Das,debit,100.7325,GBP,100.7325,1807197.5,Reliance,reliance@biz.com,Travel,Taxi,USA,Mumbai,799449,XXXX-XXXX-2357,priya.das@gmail.com,8435552594,Yes,manual adjustment,2023-01-01
TX100355,2024-01-31,AC5324,Anita Bose,Credit,98.2105,GBP,98.2105,189003.79,Amazon,amazon@biz.com,Education,Course,Australia,Hyderabad,942647,XXXX-XXXX-8105,anita.bose@yahoo.com,5113263368,No,chargeback requested,2023-03-01
TX103068,2023-11-23,AC1577,Asha Khan,Debit,20.0332,AED,20.0332,1641946.095,Zomato,zomato@biz.com,Dining,Cafe,Australia,Pune,484674,XXXX-XXXX-XXXX-9842,asha.khan@gmail.com,9083971161,No,"repeat purchase -- verify
contact support",2023-11-23
TX105055,2024-04-22,AC4059,raj REDDY,debit,93.8924,GBP,93.8924,2626340.89,LocalMart,Unknown,Clothing,Men,USA,Chennai,864526,XXXX-XXXX-5809,raj.reddy@yahoo.com,913088012,No,promo applied,2017-12-10
TX101068,2025-07-04,AC4686,asha DESAI,Debit,82.6488,USD,82.6488,1641946.095,Swiggy,swiggy@biz.com,Education,Books,Canada,Kolkata,862348,XXXX-XXXX-2379,asha.desai@gmail.com,1937056619,No,No Notes,2019-09-12
TX103413,2024-12-06,AC7736,Arjun Singh,Debit,1.0,INR,1.0,1825660.73,Zomato,zomato@biz.com,Groceries,Supermarket,Australia,Mumbai,921606,XXXX-XXXX-6581,arjun.singh@gmail.com,4137734805,No,manual adjustment,2020-01-01
TX102195,2024-03-24,AC3441,Rahul Reddy,Debit,21.944,AED,21.944,1221946.7,Paytm Mall,Unknown,Automotive,Fuel,UK,Pune,232608,Unknown,rahul.reddy@yahoocom,6297994256,No,"manual adjustment -- verify
contact support",2018-07-22
TX105487,2023-12-11,AC2859,Raj Sharma,Credit,107.9408,GBP,107.9408,2825996.27,Zomato,zomato@biz.com,Dining,Restaurant,UK,Hyderabad,604185,XXXX-XXXX-1058,raj.sharma@yahoo.com,2684940642,No,manual adjustment,2025-04-06
TX100076,2024-09-04,AC8097,Karan Joshi,debit,75.0517,USD,75.0517,144674.53,Zomato,zomato@biz.com,Entertainment,Streaming,India,Kolkata,231729,XXXX-XXXX-XXXX-2730,karan.joshi@gmail.com,3269796330,No,promo applied,2019-01-01
TX100516,2025-01-19,AC3769,Isha Khan,Credit,1.0,INR,1.0,276185.85,Paytm Mall,paytmmall@biz.com,Education,Course,USA,Mumbai,928804,XXXX-XXXX-5791,isha.khan@yahoo.com,4901535853,No,suspected fraud,2024-01-01
TX103859,2023-12-24,AC8159,Arjun Chopra,Debit,1.0,INR,1.0,2119157.67,ElectroWorld,electroworld@biz.com,Entertainment,Concert,UK,Kolkata,478926,Unknown,arjun.chopra@hotmail.com,6338759306,No,repeat purchase,2021-03-31
TX103289,2024-12-04,AC5027,Raj Gupta,Refund,1.0,INR,1.0,1641946.095,LocalMart,localmart@biz.com,Dining,FastFood,India,Hyderabad,560011,XXXX-XXXX-3895,raj.gupta@gmail.com,216149180,No,promo applied,2022-11-14
TX101799,2024-07-10,AC8477,Amit Reddy,Credit,1.0,INR,1.0,1130970.12,Starbucks,starbucks@biz.com,Utilities,Electricity,UK,Kolkata,347473,XXXX-XXXX-7506,amit.reddy@yahoo.com,8053981855,No,manual adjustment,2023-01-02
TX104840,2024-10-13,AC1222,Karan Das,debit,77.7668,USD,77.7668,1641946.095,Paytm Mall,paytmmall@biz.com,Groceries,Specialty,Canada,Delhi,110571,Unknown,karan.das@yahoo.com,7603216862,No,repeat purchase,2024-10-13
TX101126,2024-10-23,AC9012,Anita Das,Debit,1.0,INR,1.0,1641946.095,Starbucks,Unknown,Utilities,Electricity,UAE,Jaipur,511276,XXXX-XXXX-5586,anita.das@hotmail.com,7346693135,No,repeat purchase,2017-10-06
TX105001,2024-12-30,AC2656,Dev Iyer,debit,1.0,INR,1.0,2624406.32,Amazon,amazon@biz.com,Electronics,Accessory,USA,Jaipur,676887,XXXX-XXXX-2826,dev.iyer@gmail.com,1363928486,No,chargeback requested,2017-08-21
TX102500,2024-08-03,AC6029,Maya Kumar,Debit,73.0993,USD,73.0993,1500015.06,Flipkart,Unknown,Clothing,Women,Canada,Pune,617448,4.30236E+15,maya.kumar@yahoo.com,8356919637,No,promo applied,2026-01-25
TX104063,2024-04-21,AC5572,Karan Chopra,debit,1.0,INR,1.0,2231555.75,AutoZone,Unknown,Automotive,Repair,Canada,Kolkata,737226,4.63763E+15,karan.chopra@gmail.com,9267940264,No,promo applied,2024-09-07
TX105184,2024-06-13,AC8833,Sana Desai,Credit,1.0,INR,1.0,2679830.99,Reliance,reliance@biz.com,Groceries,Specialty,USA,Hyderabad,525030,XXXX-XXXX-7384,sana.desai@yahoo.com,1290289348,No,chargeback requested,2024-01-01
TX105856,2023-11-15,AC2122,Anita Patel,Credit,21.1478,AED,21.1478,2913954.59,Swiggy,Unknown,Automotive,Fuel,India,Hyderabad,696230,XXXX-XXXX-XXXX-6737,anita.patel@gmail.com,7132030869,No,suspected fraud,2025-12-18
TX105878,2024-02-07,AC2076,Karan Reddy,debit,75.6875,USD,75.6875,2922079.32,BigBasket,Unknown,Automotive,Fuel,UAE,Chennai,422828,XXXX-XXXX-4606,karan.reddy@hotmailcom,1162887189,No,No Notes,2022-10-05
TX100192,2025-03-07,AC4540,Arjun Singh,Credit,1.0,INR,1.0,163731.02,AutoZone,autozone@biz.com,Education,Books,India,Hyderabad,637725,4.76834E+15,arjun.singh@yahoo.com,12228129,Yes,promo applied,2024-01-01
TX104359,2024-02-06,AC7287,Uma Mehta,debit,75.5968,USD,75.5968,2419795.36,Zomato,zomato@biz.com,Education,Course,Canada,Pune,749421,XXXX-XXXX-5009,uma.mehta@example.com,7142785561,No,chargeback requested,2025-01-01
TX104046,2025-05-23,AC5317,Rohit Nair,Credit,1.0,INR,1.0,2230695.36,AutoZone,autozone@biz.com,Education,Books,Australia,Chennai,886020,Unknown,rohit.nair@hotmail.com,2166359970,No,No Notes,2022-01-01
TX103464,2025-07-16,AC7157,Arjun Nair,Refund,79.2747,USD,79.2747,1850539.27,Paytm Mall,paytmmall@biz.com,Groceries,Supermarket,UAE,Chennai,746568,Unknown,arjun.nair@example.com,5448423538,No,cashback credited,2017-02-05
TX101038,2023-11-09,AC4906,Asha Singh,Refund,92.6186,GBP,92.6186,542104.98,LocalMart,Unknown,Clothing,Men,UK,Hyderabad,645449,XXXX-XXXX-9262,asha.singh@gmail.com,9985011991,No,cashback credited,2020-01-01
TX102178,2025-06-06,AC1747,sam KUMAR,debit,20.8647,AED,20.8647,1221392.13,Walmart,walmart@biz.com,Travel,Flight,India,Delhi,596319,XXXX-XXXX-2000,sam.kumar@yahoo.com,5151049034,No,cashback credited,2022-11-30
TX101959,2025-02-19,AC7451,Karan Desai,debit,77.7145,USD,77.7145,1170195.02,Starbucks,starbucks@biz.com,Entertainment,Concert,UK,Hyderabad,150793,Unknown,karan.desai@yahoo.com,2953968291,No,manual adjustment,2019-08-25
TX102995,2024-04-18,AC1235,Sana Chopra,Credit,18.1903,AED,18.1903,1641932.22,ShopEasy,Unknown,Electronics,Accessory,UAE,Pune,709461,XXXX-XXXX-6182,sana.chopra@example.com,6822192361,No,suspected fraud,2018-01-01
TX104084,2025-05-07,AC9121,Neha Singh,Debit,1.0,INR,1.0,1641946.095,Walmart,Unknown,Entertainment,Concert,USA,Pune,775559,XXXX-XXXX-5519,neha.singh@yahoo.com,2942359172,No,No Notes,2024-01-01
TX105501,2024-07-15,AC1446,Rohit Chopra,debit,96.0524,GBP,96.0524,2826459.78,Myntra,Unknown,Automotive,Fuel,Australia,Noida,812523,XXXX-XXXX-1976,rohit.chopra@hotmail.com,5428130746,No,promo applied,2021-11-17
TX102681,2024-07-07,AC2944,Karan Nair,Credit,104.3047,GBP,104.3047,1561369.53,LocalMart,localmart@biz.com,Education,Books,Canada,Kolkata,531,XXXX-XXXX-9494,karan.nair@yahoo.com,7105119333,No,monthly subscription,2023-10-02
TX104985,2024-01-18,AC2696,Arjun Khan,Refund,101.8983,GBP,101.8983,2623151.38,Paytm Mall,paytmmall@biz.com,Clothing,Women,USA,Mumbai,464363,XXXX-XXXX-XXXX-4553,arjun.khan@yahoo.com,3503070720,No,No Notes,2016-05-24
TX102505,2024-02-06,AC7857,Priya Gupta,Credit,74.3063,USD,74.3063,1641946.095,Amazon,amazon@biz.com,Electronics,Laptop,UK,Mumbai,511353,4.00489E+15,priya.gupta@example.com,3870748016,No,suspected fraud,2015-11-25
TX101303,2023-11-19,AC4831,Ritu Reddy,Refund,19.8293,AED,19.8293,965099.32,ShopEasy,shopeasy@biz.com,Travel,Hotel,UK,Jaipur,301989,XXXX-XXXX-2588,ritu.reddy@gmail.com,8198007785,No,suspected fraud,2020-01-01
TX100626,2025-08-13,AC4816,Amit Bose,Refund,104.1505,GBP,104.1505,281508.8,ShopEasy,Unknown,Groceries,Specialty,India,Bengaluru,169291,XXXX-XXXX-XXXX-5182,amit.bose@example.com,5187136997,No,promo applied,2025-01-16
TX101173,2024-12-10,AC4569,Ritu Gupta,Credit,73.6485,USD,73.6485,558180.48,Zomato,Unknown,Entertainment,Streaming,Australia,Jaipur,676382,4.54436E+15,ritu.gupta@example.com,5042746092,No,promo applied,2018-12-09
TX101432,2025-05-08,AC8858,Sam Bose,Debit,74.7485,USD,74.7485,976204.81,Flipkart,flipkart@biz.com,Groceries,Specialty,USA,Jaipur,649591,Unknown,sam.bose@gmail.com,4542777099,No,suspected fraud,2024-01-01
TX101099,2025-05-28,AC5050,Ritu Nair,Debit,76.9871,USD,76.9871,1641946.095,BigBasket,bigbasket@biz.com,Utilities,Electricity,Australia,Jaipur,929901,4.50554E+15,ritu.nair@example.com,8452955055,No,manual adjustment,2024-04-19
TX105473,2025-04-28,AC3634,Priya Patel,debit,74.0589,USD,74.0589,2825466.0,LocalMart,localmart@biz.com,Entertainment,Streaming,Australia,Noida,855577,XXXX-XXXX-9423,priya.patel@example.com,9919831200,No,chargeback requested,2020-01-01
TX101908,2024-11-21,AC5032,Suresh Khan,debit,78.5376,USD,78.5376,1163207.36,Walmart,Unknown,Travel,Flight,Canada,Delhi,875420,XXXX-XXXX-2055,suresh.khan@yahoo.com,8125346857,No,No Notes,2015-12-27
TX105163,2024-08-15,AC4582,Uma Chopra,Debit,1.0,INR,1.0,2679318.42,Paytm Mall,paytmmall@biz.com,Health,Clinic,USA,Delhi,688163,Unknown,uma.chopra@gmail.com,2908644125,No,No Notes,2025-06-28
TX105335,2024-11-06,AC7385,Lina Sharma,Refund,1.0,INR,1.0,2773749.54,Flipkart,flipkart@biz.com,Electronics,Laptop,Australia,Chennai,591360,XXXX-XXXX-6884,lina.sharma@gmail.com,910660903,No,No Notes,2017-11-08
TX105227,2024-06-05,AC8256,Lina Kumar,debit,76.3123,USD,76.3123,2681636.74,Amazon,amazon@biz.com,Travel,Hotel,Australia,Jaipur,526925,Unknown,lina.kumar@gmail.com,4977315189,No,repeat purchase,2022-02-25
TX105987,2025-07-13,AC2072,Ritu Sharma,Credit,1.0,INR,1.0,2936091.59,Starbucks,Unknown,Dining,Restaurant,Canada,Kolkata,831602,XXXX-XXXX-XXXX-3919,ritu.sharma@gmail.com,7306091097,No,manual adjustment,2021-08-22
TX103888,2025-06-17,AC6495,Ritu Desai,Debit,105.6812,GBP,105.6812,2119644.05,Zomato,zomato@biz.com,Groceries,Supermarket,Australia,Delhi,809502,4.04576E+15,ritu.desai@gmail.com,8751493044,No,cashback credited,2018-10-31
TX101405,2024-06-19,AC2386,Rahul Sharma,Debit,81.6093,USD,81.6093,975167.04,Walmart,walmart@biz.com,Dining,Cafe,Australia,Hyderabad,565406,XXXX-XXXX-1077,rahul.sharma@yahoo.com,6694401654,No,suspected fraud,2018-01-12
TX101910,2024-10-15,AC6264,Uma Iyer,Debit,101.8722,GBP,101.8722,1163359.42,BigBasket,bigbasket@biz.com,Utilities,Electricity,Canada,Pune,630429,XXXX-XXXX-7735,uma.iyer@example.com,7287211567,No,promo applied,2019-01-01
TX102198,2025-08-08,AC5405,Amit Sharma,Refund,81.4837,USD,81.4837,1229661.25,Swiggy,swiggy@biz.com,Electronics,Laptop,UAE,Noida,196106,XXXX-XXXX-2275,amit.sharma@gmail.com,9024088815,No,suspected fraud,2015-04-11
TX105372,2024-04-16,AC6204,Asha Chopra,Debit,1.0,INR,1.0,1641946.095,ShopEasy,shopeasy@biz.com,Utilities,Water,USA,Mumbai,538693,XXXX-XXXX-XXXX-4697,asha.chopra@example.com,8901041796,No,chargeback requested,2018-02-18
TX100835,2024-04-10,AC2600,Rohit Joshi,debit,1.0,INR,1.0,481037.55,Paytm Mall,paytmmall@biz.com,Dining,Restaurant,Australia,Mumbai,194170,XXXX-XXXX-3449,rohit.joshi@example.com,9111622381,No,monthly subscription,2022-03-02
TX105939,2024-11-09,AC5449,Rohit Patel,Credit,1.0,INR,1.0,1641946.095,Flipkart,flipkart@biz.com,Education,Course,UAE,Jaipur,484886,Unknown,Unknown,987469893,No,repeat purchase,2015-10-15
TX102813,2024-10-13,AC5409,Karan Desai,Debit,72.8222,USD,72.8222,1624909.07,Amazon,amazon@biz.com,Automotive,Repair,Canada,Chennai,892578,Unknown,karan.desai@hotmail.com,997502328,No,manual adjustment,2020-01-01
TX100309,2023-10-10,AC2056,Priya Das,Debit,76.1926,USD,76.1926,175188.43,Myntra,myntra@biz.com,Utilities,Internet,USA,Chennai,561323,XXXX-XXXX-XXXX-3206,priya.das@example.com,109531728,No,repeat purchase,2018-07-06
TX101412,2024-02-10,AC8168,Lina Bose,debit,76.4318,USD,76.4318,975365.71,Amazon,Unknown,Health,Pharmacy,UK,Mumbai,705197,XXXX-XXXX-XXXX-7964,lina.bose@yahoo.com,8045961009,No,chargeback requested,2024-02-10
